RFM_Segment,data_usage_segment,voice_usage_segment,data_usage_trend,voice_usage_trend,Customer Signal,Customer Meaning,segment,Opportunity,NBO_Action,Subs,TR,DR,VR
Recent Customers,very_high,medium,Early Recovery,Rapid Expansion,Fast Recovery Expansion,Recovery converting to rapid growth,Future Premium,Aggressive Upsell,Acceleration suite,,,,
Recent Customers,very_high,medium,Early Recovery,no_trend,Stable Recovery User,Recovered and stable,Loyalty Opportunity,Loyalty Growth,Reward bundle,,,,
Recent Customers,very_high,medium,Strong Growth,Declining,Growth at Risk,Strong growth with warning signs,Retention Risk,Retention,Momentum defense,,,,
Recent Customers,very_high,medium,Strong Growth,Dormant,Growth Interrupted,Strong trajectory disrupted,Dormant Threat,Reactivation,Growth restart,,,,
Recent Customers,very_high,medium,Strong Growth,Early Recovery,Accelerated Growth,Growth supported by recovery,High Opportunity,Upsell,Elite enhancer,,,,
Recent Customers,very_high,medium,Strong Growth,Strong Growth,Breakout Premium User,Exceptional growth across services,Top Segment,Maximum Growth,Elite ecosystem,,,,
Recent Customers,very_high,medium,Strong Growth,Gradual Growth,Sustainable Growth,Strong growth stabilizing,Future Loyal,Loyalty Growth,Continuity plan,,,,
Recent Customers,very_high,medium,Strong Growth,Rapid Expansion,Hypergrowth Premium,Explosive growth in engagement,VIP Expansion,User Maximization,Flagship premium,,,,
Recent Customers,very_high,medium,Strong Growth,no_trend,Stable High Growth,Strong growth with balance,Growth Potential,Loyalty Growth,Core premium,,,,
Recent Customers,very_high,medium,Gradual Growth,Declining,Gradual Growth Risk,Slow growth facing decline,Retention Risk,Retention,Progress shield,,,,
Recent Customers,very_high,medium,Gradual Growth,Dormant,Builder Losing Pace,Gradual user becoming inactive,Dormant Risk,Activation,Builder restart,,,,
Recent Customers,very_high,medium,Gradual Growth,Early Recovery,Healthy Builder,Gradual growth with recovery,Recovering User,Nurture,Growth nurture,,,,
Recent Customers,very_high,medium,Gradual Growth,Strong Growth,Accelerating Builder,Steady user entering strong growth,Emerging User,Upsell,Upgrade path,,,,
Recent Customers,very_high,medium,Gradual Growth,Gradual Growth,Consistent Builder,Balanced steady growth,Growth Potential,Loyalty Growth,Builder rewards,,,,
Recent Customers,very_high,medium,Gradual Growth,Rapid Expansion,Breakout Builder,Gradual user entering rapid scale,Future High Value,Aggressive Upsell,Breakout premium,,,,
Recent Customers,very_high,medium,Gradual Growth,no_trend,Stable Builder,Stable improving user,Loyalty Opportunity,Nurture,Builder pack,,,,
Recent Customers,very_high,medium,Rapid Expansion,Declining,Rapid Growth at Risk,Explosive rise with warning,Retention Priority,Retention,Expansion shield,,,,
Recent Customers,very_high,medium,Rapid Expansion,Dormant,Boom-to-Dormant User,Rapid growth then inactivity,Drop-Off Risk,Reactivation,Reignite premium,,,,
Recent Customers,very_high,medium,Rapid Expansion,Early Recovery,Expansion Recovery,Rapid growth with recovery,High Opportunity,Upsell,Expansion unlock,,,,
Recent Customers,very_high,medium,Rapid Expansion,Strong Growth,Power Expansion,Exceptional breakout,New Premium Leader,Maximum Growth,Elite ecosystem plus,,,,
Recent Customers,very_high,medium,Rapid Expansion,Gradual Growth,Sustained Expansion,Rapid rise stabilizing,Future Loyal,Growth Support,Value maximizer,,,,
Recent Customers,very_high,medium,Rapid Expansion,Rapid Expansion,Hypergrowth Champion,Extreme expansion,Ultimate Segment,User Maximization,Infinity flagship,,,,
Recent Customers,very_high,medium,Rapid Expansion,no_trend,Stable Expansion,Rapidly expanded then stable,Loyalty Growth Opportunity,Loyalty Growth,Expansion rewards,,,,
Recent Customers,very_high,medium,no_trend,Declining,Stable Weakening User,Stable but declining,Retention Risk,Retention,Usage shield,,,,
Recent Customers,very_high,medium,no_trend,Dormant,Stable Dormant User,Stable user becoming inactive,Dormant Risk,Activation,Wake-up pack,,,,
Recent Customers,very_high,medium,no_trend,Early Recovery,Stable Recovery,Stable with recovery signs,Recovering User,Nurture,Starter boost,,,,
Recent Customers,very_high,medium,no_trend,Strong Growth,Stable to Growth Shift,Stable base accelerating,Growth Opportunity,Upsell,Growth booster,,,,
Recent Customers,very_high,medium,no_trend,Gradual Growth,Stable Builder,Slow improvement,Growth Potential,Nurture,Build-up plan,,,,
Recent Customers,very_high,medium,no_trend,Rapid Expansion,Stable Breakout,Sudden rapid growth,Emerging VIP,Aggressive Upsell,Breakout premium,,,,
Recent Customers,very_high,medium,no_trend,no_trend,Consistent Premium User,Stable high data + medium voice engagement,Loyalty Core,Loyalty Growth,Premium onboarding,,,,
Recent Customers,very_high,high,Declining,Declining,Elite Multi-Service Decline,Recent very high data + high voice customer declining across both services,Critical Retention Risk,Retention,Premium save combo,,,,
Recent Customers,very_high,high,Declining,Dormant,High-Value User Entering Dormancy,Strong multi-service customer becoming inactive,Dormant Risk,Activation,Reactivation elite,,,,
Recent Customers,very_high,high,Declining,Early Recovery,Decline with Early Comeback,Weakening customer showing first recovery signs,Recovering Premium,Nurture,Recovery accelerator,,,,
Recent Customers,very_high,high,Declining,Strong Growth,Voice-Led Premium Recovery,Strong voice rebound despite data decline,Growth Opportunity,Upsell,Voice-data premium,,,,
Recent Customers,very_high,high,Declining,Gradual Growth,Stabilizing Premium User,Decline slowing with moderate growth,Growth Potential,Nurture,Stability booster,,,,
Recent Customers,very_high,high,Declining,Rapid Expansion,Rapid Premium Rebound,Sudden growth from weakening state,Emerging VIP,Aggressive Upsell,Turbo comeback,,,,
Recent Customers,very_high,high,Declining,no_trend,Stable but Weakening Elite,Stable high-value user losing momentum,Retention Priority,Retention,Usage shield plus,,,,
Recent Customers,very_high,high,Dormant,Declining,Fading Elite User,Previously premium user rapidly losing engagement,High Churn Risk,Critical Activation,Dormancy rescue plus,,,,
Recent Customers,very_high,high,Dormant,Dormant,Fully Dormant Elite,Strong user now inactive across services,Lost Premium Opportunity,Reactivation,Elite comeback,,,,
Recent Customers,very_high,high,Dormant,Early Recovery,Reactivation Signal,Inactive premium user showing return signs,Recovering User,Nurture,Return booster plus,,,,
Recent Customers,very_high,high,Dormant,Strong Growth,Strong Voice Reactivation,Voice engagement surging after dormancy,Reactivated Premium,Upsell,Voice-first relaunch,,,,
Recent Customers,very_high,high,Dormant,Gradual Growth,Slow Premium Recovery,Gradual comeback from inactivity,Recovering User,Nurture,Growth ladder plus,,,,
Recent Customers,very_high,high,Dormant,Rapid Expansion,Explosive Premium Return,Rapid comeback from dormancy,Future High Value,Aggressive Upsell,Platinum restart plus,,,,
Recent Customers,very_high,high,Dormant,no_trend,Stable Dormant Elite,Inactive but valuable premium profile,Activation Opportunity,Activation,Wake-up elite,,,,
Recent Customers,very_high,high,Early Recovery,Declining,Recovery Under Pressure,Recovery signs but weakening trend remains,Retention Priority,Retention,Recovery stabilizer plus,,,,
Recent Customers,very_high,high,Early Recovery,Dormant,Mixed Premium Recovery,"Recovery in one service, dormancy in another",Mixed Segment,Activation,Cross-service restore,,,,
Recent Customers,very_high,high,Early Recovery,Early Recovery,Balanced Premium Recovery,Both services showing recovery,Recovering Loyal,Nurture,Premium accelerator,,,,
Recent Customers,very_high,high,Early Recovery,Strong Growth,Recovery to Expansion Shift,Recovery accelerating into growth,Emerging Loyal,Upsell,Elite growth unlock,,,,
Recent Customers,very_high,high,Early Recovery,Gradual Growth,Steady Elite Recovery,Sustainable multi-service improvement,Growth Potential,Nurture,Steady premium booster,,,,
Recent Customers,very_high,high,Early Recovery,Rapid Expansion,Fast Premium Expansion,Rapid scale after recovery,Future Premium,Aggressive Upsell,Acceleration suite plus,,,,
Recent Customers,very_high,high,Early Recovery,no_trend,Stable Recovery Elite,Recovered premium user now stable,Loyalty Opportunity,Loyalty Growth,Reward bundle plus,,,,
Recent Customers,very_high,high,Strong Growth,Declining,Growth Momentum at Risk,Strong growth with decline warning,Retention Risk,Retention,Momentum defense plus,,,,
Recent Customers,very_high,high,Strong Growth,Dormant,Growth Interrupted Elite,High growth trajectory disrupted,Dormant Threat,Reactivation,Growth restart plus,,,,
Recent Customers,very_high,high,Strong Growth,Early Recovery,Accelerated Premium Growth,Strong growth backed by recovery,High Opportunity,Upsell,Elite enhancer plus,,,,
Recent Customers,very_high,high,Strong Growth,Strong Growth,Breakout Elite Customer,Exceptional growth across both services,Top Premium Segment,Maximum Growth,Elite ecosystem ultra,,,,
Recent Customers,very_high,high,Strong Growth,Gradual Growth,Sustainable Elite Expansion,Strong growth stabilizing,Future Loyal,Loyalty Growth,Continuity premium,,,,
Recent Customers,very_high,high,Strong Growth,Rapid Expansion,Hypergrowth Elite,Explosive expansion across services,VIP Expansion,User Maximization,Flagship infinity,,,,
Recent Customers,very_high,high,Strong Growth,no_trend,Stable High Growth Elite,Strong growth with sustained base,Growth Potential,Loyalty Growth,Core elite max,,,,
Recent Customers,very_high,high,Gradual Growth,Declining,Gradual Growth Risk,Steady user facing warning signs,Retention Risk,Retention,Progress shield plus,,,,
Recent Customers,very_high,high,Gradual Growth,Dormant,Builder Losing Pace,Steady premium user becoming inactive,Dormant Risk,Activation,Builder restart plus,,,,
Recent Customers,very_high,high,Gradual Growth,Early Recovery,Healthy Premium Builder,Steady growth with recovery,Recovering User,Nurture,Growth nurture plus,,,,
Recent Customers,very_high,high,Gradual Growth,Strong Growth,Accelerating Elite Builder,Gradual user entering strong expansion,Emerging User,Upsell,Upgrade premium path,,,,
Recent Customers,very_high,high,Gradual Growth,Gradual Growth,Consistent Premium Builder,Balanced gradual growth,Growth Potential,Loyalty Growth,Builder rewards plus,,,,
Recent Customers,very_high,high,Gradual Growth,Rapid Expansion,Breakout Premium Builder,Gradual customer entering rapid growth,Future High Value,Aggressive Upsell,Breakout elite,,,,
Recent Customers,very_high,high,Gradual Growth,no_trend,Stable Premium Builder,Improving yet stable premium user,Loyalty Opportunity,Nurture,Builder pack plus,,,,
Recent Customers,very_high,high,Rapid Expansion,Declining,Rapid Growth at Risk,Explosive rise with warning signs,Retention Priority,Retention,Expansion shield plus,,,,
Recent Customers,very_high,high,Rapid Expansion,Dormant,Boom-to-Dormant Elite,Rapid growth then sudden inactivity,Drop-Off Risk,Reactivation,Reignite elite,,,,
Recent Customers,very_high,high,Rapid Expansion,Early Recovery,Expansion Recovery Elite,Rapid growth with strong recovery,High Opportunity,Upsell,Expansion unlock plus,,,,
Recent Customers,very_high,high,Rapid Expansion,Strong Growth,Power Expansion Elite,Exceptional breakout across services,New Premium Leader,Maximum Growth,Elite ecosystem supreme,,,,
Recent Customers,very_high,high,Rapid Expansion,Gradual Growth,Sustained Expansion Elite,Rapid rise stabilizing strongly,Future Loyal,Growth Support,Value maximizer plus,,,,
Recent Customers,very_high,high,Rapid Expansion,Rapid Expansion,Hypergrowth Champion Elite,Extreme expansion in all behavior,Ultimate Segment,User Maximization,Infinity flagship elite,,,,
Recent Customers,very_high,high,Rapid Expansion,no_trend,Stable Expansion Elite,Rapidly expanded then stabilized,Loyalty Growth Opportunity,Loyalty Growth,Expansion rewards plus,,,,
Recent Customers,very_high,high,no_trend,Declining,Stable Weakening Elite,Stable premium user weakening,Retention Risk,Retention,Usage shield elite,,,,
Recent Customers,very_high,high,no_trend,Dormant,Stable Dormant Elite,Stable user slipping inactive,Dormant Risk,Activation,Wake-up elite plus,,,,
Recent Customers,very_high,high,no_trend,Early Recovery,Stable Recovery Elite,Stable with comeback indicators,Recovering User,Nurture,Starter boost elite,,,,
Recent Customers,very_high,high,no_trend,Strong Growth,Stable to Growth Elite,Stable base accelerating strongly,Growth Opportunity,Upsell,Growth booster plus,,,,
Recent Customers,very_high,high,no_trend,Gradual Growth,Stable Builder Elite,Slow improvement from strong base,Growth Potential,Nurture,Build-up elite,,,,
Recent Customers,very_high,high,no_trend,Rapid Expansion,Stable Breakout Elite,Stable premium entering rapid scale,Emerging VIP,Aggressive Upsell,Breakout premium plus,,,,
Recent Customers,very_high,high,no_trend,no_trend,Consistent Elite Customer,Stable very high data + high voice engagement,Loyalty Core,Loyalty Growth,Elite onboarding,,,,
Recent Customers,very_high,very_high,Declining,Declining,Ultra Premium Dual Decline,New ultra-high value customer declining sharply across both services,Critical VIP Retention Risk,Retention,VIP rescue max,,,,
Recent Customers,very_high,very_high,Declining,Dormant,Elite Power User Fading,Top-tier recent customer entering dormancy,Lost VIP Threat,Activation,Elite reactivation max,,,,
Recent Customers,very_high,very_high,Declining,Early Recovery,Decline with Elite Recovery,High-value customer showing early comeback after decline,Recovering VIP,Nurture,VIP recovery accelerator,,,,
Recent Customers,very_high,very_high,Declining,Strong Growth,Voice-Driven Elite Recovery,Voice surging while data weakens,High Growth Opportunity,Upsell,Voice-data convergence max,,,,
Recent Customers,very_high,very_high,Declining,Gradual Growth,Stabilizing Ultra VIP,Declining elite customer showing controlled recovery,Growth Potential,Nurture,Stability premium max,,,,
